,Rank,Name,URL
15,16,Stacking characteristics of close packed materials,https://www.research.ed.ac.uk/en/datasets/stacking-characteristics-of-close-packed-materials
16,17,Data from: A classification system for zebrafish adipose tissues,https://www.research.ed.ac.uk/en/datasets/data-from-a-classification-system-for-zebrafish-adipose-tissues
17,18,De novo gene and transcript models created for a gene expression atlas of the domestic water buffalo (Bubalus bubalis),https://www.research.ed.ac.uk/en/datasets/de-novo-gene-and-transcript-models-created-for-a-gene-expression-
18,19,Accurate prediction and validation of response to endocrine therapy in breast cancer,https://www.research.ed.ac.uk/en/datasets/accurate-prediction-and-validation-of-response-to-endocrine-thera
19,20,"Solanum chilense partial ICE gene for transcription factor Inducer of CBF expression 1, isolate",https://www.research.ed.ac.uk/en/datasets/solanum-chilense-partial-ice-gene-for-transcription-factor-induce
20,21,Medication-wide association study of dementia,https://www.research.ed.ac.uk/en/datasets/medication-wide-association-study-of-dementia
21,22,Epilepsy-related mortality during the COVID-19 pandemic: a nationwide study of routine Scottish data,https://www.research.ed.ac.uk/en/datasets/epilepsy-related-mortality-during-the-covid-19-pandemic-a-nationw
22,23,"Christine de Pizan, the Making of the Queen's Manuscript (London, BL, Harley MS 4431)",https://www.research.ed.ac.uk/en/datasets/christine-de-pizan-the-making-of-the-queens-manuscript-london-bl-
23,24,Tracing John of Burgundy: manuscript descriptions,https://www.research.ed.ac.uk/en/datasets/tracing-john-of-burgundy-manuscript-descriptions
24,25,Circadian expression of genes: modelling the Arabidopsis circadian clock,https://www.research.ed.ac.uk/en/datasets/circadian-expression-of-genes-modelling-the-arabidopsis-circadian
0,1,Eleven partial DNA sequences of orthologues of the flowering time gene FLC in cultivars of Brassica oleracea.,https://www.research.ed.ac.uk/en/datasets/eleven-partial-dna-sequences-of-orthologues-of-the-flowering-time
1,2,Nung controlled elicitation - Specific and non-specific noun phrases,https://www.research.ed.ac.uk/en/datasets/nung-controlled-elicitation-specific-and-non-specific-noun-phrase
2,3,Nung controlled elicitation - Definiteness of Classifier-Noun phrases in Object position,https://www.research.ed.ac.uk/en/datasets/nung-controlled-elicitation-definiteness-of-classifier-noun-phras
3,4,"Nung narrative - `A Dog, A Boy and A New Friend'",https://www.research.ed.ac.uk/en/datasets/nung-narrative-a-dog-a-boy-and-a-new-friend
4,5,Rules of formation of H–C–N–O compounds at high pressure and the fates of planetary ices,https://www.research.ed.ac.uk/en/datasets/rules-of-formation-of-hcno-compounds-at-high-pressure-and-the-fat
5,6,Breeding strategies for integrating new and orphan crops in production systems,https://www.research.ed.ac.uk/en/datasets/breeding-strategies-for-integrating-new-and-orphan-crops-in-produ
6,7,Assessing the feasibility and effectiveness of introducing pulse oximetry in IMCI services to manage acute respiratory infections at first level health facilities in Bangladesh,https://www.research.ed.ac.uk/en/datasets/assessing-the-feasibility-and-effectiveness-of-introducing-pulse-
7,8,ECA Glass Workshop,https://www.research.ed.ac.uk/en/datasets/eca-glass-workshop
8,9,St Cecilias Concert Hall,https://www.research.ed.ac.uk/en/datasets/st-cecilias-concert-hall
9,10,Does the Middle East Respiratory Syndrome coronavirus (MERS-CoV) recombine?,https://www.research.ed.ac.uk/en/datasets/does-the-middle-east-respiratory-syndrome-coronavirus-mers-cov-re
10,11,ChromarFM,https://www.research.ed.ac.uk/en/datasets/chromarfm
11,12,Adaptive plasticity in the gametocyte conversion rate of malaria parasites,https://www.research.ed.ac.uk/en/datasets/adaptive-plasticity-in-the-gametocyte-conversion-rate-of-malaria-
12,13,Data from: A spatial perspective on the phenological distribution of the spring woodland caterpillar peak,https://www.research.ed.ac.uk/en/datasets/data-from-a-spatial-perspective-on-the-phenological-distribution-
13,14,"Activity manipulation and eating, 2015",https://www.research.ed.ac.uk/en/datasets/activity-manipulation-and-eating-2015
14,15,Two-scale evolution during shear reversal in dense suspensions,https://www.research.ed.ac.uk/en/datasets/two-scale-evolution-during-shear-reversal-in-dense-suspensions
15,16,Cardboard lined informal settlement fire experiment (Test 5),https://www.research.ed.ac.uk/en/datasets/cardboard-lined-informal-settlement-fire-experiment-test-5
16,17,"The Dead Sea Scrolls Electronic Reference Library, Volume 1: The Dead Sea Scrolls on CD ROM",https://www.research.ed.ac.uk/en/datasets/the-dead-sea-scrolls-electronic-reference-library-volume-1-the-de
17,18,Data from: Adaptive periodicity in the infectivity of malaria gametocytes to mosquitoes,https://www.research.ed.ac.uk/en/datasets/data-from-adaptive-periodicity-in-the-infectivity-of-malaria-game
18,19,Lineage tracing in the adult mouse corneal epithelium supports the limbal epithelial stem cell hypothesis with intermittent periods of stem cell quiescence,https://www.research.ed.ac.uk/en/datasets/lineage-tracing-in-the-adult-mouse-corneal-epithelium-supports-th
19,20,Multi-beam Sonar Image Sequences,https://www.research.ed.ac.uk/en/datasets/multi-beam-sonar-image-sequences
20,21,"Creative Music Practice PhD: ""Playing no solo imagination: synthesising the rhythmic emergence of sound and sign through embodied drum kit performance and writing."" Rhythmic Figure Audio Recordings: Ductus, Nsular",https://www.research.ed.ac.uk/en/datasets/creative-music-practice-phd-playing-no-solo-imagination-synthesis
21,22,List of books belonging to Alexander Carmichael in the University of Edinburgh's collection.,https://www.research.ed.ac.uk/en/datasets/list-of-books-belonging-to-alexander-carmichael-in-the-university
22,23,g-BAOAB source files,https://www.research.ed.ac.uk/en/datasets/g-baoab-source-files
23,24,Device Recorded VCTK (Small subset version),https://www.research.ed.ac.uk/en/datasets/device-recorded-vctk-small-subset-version
24,25,The Voice Conversion Challenge 2018: database and results,https://www.research.ed.ac.uk/en/datasets/the-voice-conversion-challenge-2018-database-and-results
0,1,"Listening test materials for ""Multiple Feed-forward Deep Neural Networks for Statistical Parametric Speech Synthesis""",https://www.research.ed.ac.uk/en/datasets/listening-test-materials-for-multiple-feed-forward-deep-neural-ne
1,2,Tunable Shear Thickening in Suspensions,https://www.research.ed.ac.uk/en/datasets/tunable-shear-thickening-in-suspensions
2,3,Study of MeCP2 in LUHMES-derived neurons,https://www.research.ed.ac.uk/en/datasets/study-of-mecp2-in-luhmes-derived-neurons
3,4,TST knockout liver proteome iTRAQ and persulfidome,https://www.research.ed.ac.uk/en/datasets/tst-knockout-liver-proteome-itraq-and-persulfidome
4,5,"A test-retest fMRI dataset for motor, language and spatial attention functions",https://www.research.ed.ac.uk/en/datasets/a-test-retest-fmri-dataset-for-motor-language-and-spatial-attenti
5,6,"Survey of Scottish Witchcraft, 1563 - 1736 ﻿",https://www.research.ed.ac.uk/en/datasets/survey-of-scottish-witchcraft-1563-1736
6,7,Database of Dedications to Saints in Medieval Scotland ﻿,https://www.research.ed.ac.uk/en/datasets/database-of-dedications-to-saints-in-medieval-scotland
7,8,The Neolithic in the Nile Delta,https://www.research.ed.ac.uk/en/datasets/the-neolithic-in-the-nile-delta
8,9,The Animals Of Poulton: Zooarchaeological Analysis of a North West Romano-British Settlement,https://www.research.ed.ac.uk/en/datasets/the-animals-of-poulton-zooarchaeological-analysis-of-a-north-west
9,10,Single-cell bacterial electrophysiology reveals mechanisms of stress induced damage - Butanol,https://www.research.ed.ac.uk/en/datasets/single-cell-bacterial-electrophysiology-reveals-mechanisms-of-str-2
10,11,Single-cell bacterial electrophysiology reveals mechanisms of stress induced damage - Indole,https://www.research.ed.ac.uk/en/datasets/single-cell-bacterial-electrophysiology-reveals-mechanisms-of-str
11,12,"ParAlleL plasmid sequences in SBOL, GENBANK and FASTA format",https://www.research.ed.ac.uk/en/datasets/parallel-plasmid-sequences-in-sbol-genbank-and-fasta-format
12,13,Houwers_data,https://www.research.ed.ac.uk/en/datasets/houwersdata
13,14,Recruiting students for COVID-19 emergency response: Lessons from eight African countries,https://www.research.ed.ac.uk/en/datasets/recruiting-students-for-covid-19-emergency-response-lessons-from-
14,15,On the chain-melted phase of matter,https://www.research.ed.ac.uk/en/datasets/on-the-chain-melted-phase-of-matter
15,16,Fast methods for training Gaussian processes,https://www.research.ed.ac.uk/en/datasets/fast-methods-for-training-gaussian-processes
16,17,Effects of nanoparticle heating on the structure of a concentrated aqueous salt solution,https://www.research.ed.ac.uk/en/datasets/effects-of-nanoparticle-heating-on-the-structure-of-a-concentrate
17,18,Human vs Machine Spoofing,https://www.research.ed.ac.uk/en/datasets/human-vs-machine-spoofing
18,19,Canine medial coronoid process disease microarray data,https://www.research.ed.ac.uk/en/datasets/canine-medial-coronoid-process-disease-microarray-data
19,20,Cyclic compression of canine joint cells - microarray data,https://www.research.ed.ac.uk/en/datasets/cyclic-compression-of-canine-joint-cells-microarray-data
20,21,IRI-Scotland Technical Staff survey ﻿,https://www.research.ed.ac.uk/en/datasets/iri-scotland-technical-staff-survey
21,22,Multivariate genomic scan implicates novel loci and haem metabolism in human ageing,https://www.research.ed.ac.uk/en/datasets/multivariate-genomic-scan-implicates-novel-loci-and-haem-metaboli
22,23,Energy and Forced Displacement Kenya Dataset,https://www.research.ed.ac.uk/en/datasets/energy-and-forced-displacement-kenya-dataset
23,24,Improved Accuracy of Accelerated 3D T2* Mapping with Coherent Parallel Maximum Likelihood Estimation,https://www.research.ed.ac.uk/en/datasets/improved-accuracy-of-accelerated-3d-t2-mapping-with-coherent-para
24,25,Energy-Efficiency Maximization of Hybrid Massive MIMO Precoding with Random-Resolution DACs via RF Selection Matlab Software,https://www.research.ed.ac.uk/en/datasets/energy-efficiency-maximization-of-hybrid-massive-mimo-precoding-w-2
0,1,INSITE Oil and Gas ROV video survey questionnaire,https://www.research.ed.ac.uk/en/datasets/insite-oil-and-gas-rov-video-survey-questionnaire
1,2,"Experiment materials for ""Testing the consistency assumption: pronunciation variant forced alignment in read and spontaneous speech synthesis""",https://www.research.ed.ac.uk/en/datasets/experiment-materials-for-testing-the-consistency-assumption-pronu
2,3,Passive particle trajectories in isotropic 2D turbulence,https://www.research.ed.ac.uk/en/datasets/passive-particle-trajectories-in-isotropic-2d-turbulence
3,4,ARCHER SP Quarterly Report 4Q 2014 ﻿,https://www.research.ed.ac.uk/en/datasets/archer-sp-quarterly-report-4q-2014
4,5,"Participation, performance, and outcomes in an undergraduate physics degree: Perspectives on gender and socioeconomic factors",https://www.research.ed.ac.uk/en/datasets/participation-performance-and-outcomes-in-an-undergraduate-physic
5,6,Expression data from CD4+IL-4gfp+ Th2 cells isolated from BALB/c IL-4gfp 4get mice infected with the filarial nematode Litomosoides sigmodontis,https://www.research.ed.ac.uk/en/datasets/expression-data-from-cd4il-4gfp-th2-cells-isolated-from-balbc-il-
6,7,"Data for ""Chip level characterisation studies of Ni and NiFe electrochemical deposition using test structures""",https://www.research.ed.ac.uk/en/datasets/data-for-chip-level-characterisation-studies-of-ni-and-nife-elect
7,8,Estimating numbers of intracellular molecules through analysing fluctuations in photobleaching,https://www.research.ed.ac.uk/en/datasets/estimating-numbers-of-intracellular-molecules-through-analysing-f
8,9,Analysing and meta-analysing time-series data of microbial growth and gene expression from plate readers,https://www.research.ed.ac.uk/en/datasets/analysing-and-meta-analysing-time-series-data-of-microbial-growth
9,10,"Data set for ""Fluid Age-based Analysis of a Lifted Turbulent DME Jet Flame DNS""",https://www.research.ed.ac.uk/en/datasets/data-set-for-fluid-age-based-analysis-of-a-lifted-turbulent-dme-j
10,11,Generation Scotland: Donor DNA Databank ﻿,https://www.research.ed.ac.uk/en/datasets/generation-scotland-donor-dna-databank
11,12,Citizens' Juries on Windfarms in Scotland,https://www.research.ed.ac.uk/en/datasets/citizens-juries-on-windfarms-in-scotland
12,13,"Gene trees for orthologous groups from ""The evolution of nitrogen fixation in cyanobacteria""",https://www.research.ed.ac.uk/en/datasets/gene-trees-for-orthologous-groups-from-the-evolution-of-nitrogen-
13,14,CAD files for the Swing to measure the Centre of Gravity and Moment of Inertia,https://www.research.ed.ac.uk/en/datasets/cad-files-for-the-swing-to-measure-the-centre-of-gravity-and-mome
14,15,Dataset - Bottom Pressure and Free Surface Elevation Including Waves and Current Interaction,https://www.research.ed.ac.uk/en/datasets/dataset-bottom-pressure-and-free-surface-elevation-including-wave
15,16,Swimming In a Crystal,https://www.research.ed.ac.uk/en/datasets/swimming-in-a-crystal
16,17,Part 1: Probing the spatiotemporal dynamics of catalytic Janus particles with single-particle tracking and differential dynamic microscopy,https://www.research.ed.ac.uk/en/datasets/part-1-probing-the-spatiotemporal-dynamics-of-catalytic-janus-par
17,18,"Dataset for ""High-throughput characterisation of bull semen motility using differential dynamic microscopy""",https://www.research.ed.ac.uk/en/datasets/dataset-for-high-throughput-characterisation-of-bull-semen-motili
18,19,"Dataset for ""Helical and oscillatory microswimmer motility statistics from differential dynamic microscopy""",https://www.research.ed.ac.uk/en/datasets/dataset-for-helical-and-oscillatory-microswimmer-motility-statist
19,20,"Classified map, Tanintharyi, Myanmar",https://www.research.ed.ac.uk/en/datasets/classified-map-tanintharyi-myanmar
20,21,"Additional files for 'Comparison of the protein-coding genomes of three deep-sea, sulfur-oxidising bacteria: ""Candidatus Ruthia magnifica"", ""Candidatus Vesicomyosocius okutanii"" and Thiomicrospira crunogena'",https://www.research.ed.ac.uk/en/datasets/additional-files-for-comparison-of-the-protein-coding-genomes-of-
21,22,Chaotic properties of a turbulent isotropic fluid,https://www.research.ed.ac.uk/en/datasets/chaotic-properties-of-a-turbulent-isotropic-fluid
22,23,Carbon Electrode Test Structures and Electrochemical Results,https://www.research.ed.ac.uk/en/datasets/carbon-electrode-test-structures-and-electrochemical-results-2
23,24,HEAL Asthma: Development of an intervention for people with limited health literacy to improve asthma self-management in Malaysia,https://www.research.ed.ac.uk/en/datasets/heal-asthma-development-of-an-intervention-for-people-with-limite
24,25,Analysis of TCSPC data: a comparative evaluation of deterministic and probabilistic approaches,https://www.research.ed.ac.uk/en/datasets/analysis-of-tcspc-data-a-comparative-evaluation-of-deterministic-
0,1,HEAL Asthma: Development of an intervention for people with limited health literacy to improve asthma self-management in Malaysia,https://www.research.ed.ac.uk/en/datasets/heal-asthma-development-of-an-intervention-for-people-with-limite
1,2,Interaction between Nearly Hard Colloidal Spheres at an Oil-Water Interface v2,https://www.research.ed.ac.uk/en/datasets/interaction-between-nearly-hard-colloidal-spheres-at-an-oil-water
2,3,Global and regional burden of hospital admissions for pneumonia in older adults: A systematic review and meta-analysis,https://www.research.ed.ac.uk/en/datasets/global-and-regional-burden-of-hospital-admissions-for-pneumonia-i
3,4,SUPPLEMENTAL MATERIAL: Effect of IV alteplase on the ischemic brain lesion Neurology 2018 ﻿,https://www.research.ed.ac.uk/en/datasets/supplemental-material-effect-of-iv-alteplase-on-the-ischemic-brai
4,5,Inter- and intra-animal variation in the integrative properties of stellate cells in the medial entorhinal cortex,https://www.research.ed.ac.uk/en/datasets/inter-and-intra-animal-variation-in-the-integrative-properties-of
5,6,Data for the publication 'Evaluation of the effect of flexible demand and wave energy converters on the design of Hybrid Energy Systems',https://www.research.ed.ac.uk/en/datasets/data-for-the-publication-evaluation-of-the-effect-of-flexible-dem
6,7,Kidney vascularisation reviews - summary table,https://www.research.ed.ac.uk/en/datasets/kidney-vascularisation-reviews-summary-table
7,8,Heat demand data for Edinburgh-Gogarbank in 2013,https://www.research.ed.ac.uk/en/datasets/heat-demand-data-for-edinburgh-gogarbank-in-2013
8,9,Genome-wide analysis identifies molecular systems and 149 genetic loci associated with income,https://www.research.ed.ac.uk/en/datasets/genome-wide-analysis-identifies-molecular-systems-and-149-genetic
9,10,Chloromethyl-triazole: A new motif for site-selective pseudo-acylation of proteins,https://www.research.ed.ac.uk/en/datasets/chloromethyl-triazole-a-new-motif-for-site-selective-pseudo-acyla
10,11,"Genetic contributions to two special factors of neuroticism are associated with affluence, higher intelligence, better health, and longer life",https://www.research.ed.ac.uk/en/datasets/genetic-contributions-to-two-special-factors-of-neuroticism-are-a-2
11,12,Replication data for: A guilt-free strategy increases self-reported non-compliance with COVID-19 preventive measures: Experimental evidence from 12 countries,https://www.research.ed.ac.uk/en/datasets/replication-data-for-a-guilt-free-strategy-increases-self-reporte
12,13,A Systems-Level Analysis of Total-Body PET Data Reveals Complex Skeletal Metabolism Networks in vivo,https://www.research.ed.ac.uk/en/datasets/a-systems-level-analysis-of-total-body-pet-data-reveals-complex-s
13,14,"Sonikebana, version 1.0 documentation example",https://www.research.ed.ac.uk/en/datasets/sonikebana-version-10-documentation-example
14,15,Self-organization and transition to turbulence in isotropic fluid motion driven by negative damping at low wavenumbers ﻿,https://www.research.ed.ac.uk/en/datasets/self-organization-and-transition-to-turbulence-in-isotropic-fluid
15,16,"The Edinburgh Computed tomography and genetic diagnostic criteria for lobar intracerebral haemorrhage associated with cerebral amyloid angiopathy: model development, internal validation and diagnostic test accuracy study",https://www.research.ed.ac.uk/en/datasets/the-edinburgh-computed-tomography-and-genetic-diagnostic-criteria
16,17,"Dispersion data for ""1D, 2D and 3D Monte Carlo ambient noise tomography using a dense passive seismic array installed on the North Sea seabed""",https://www.research.ed.ac.uk/en/datasets/dispersion-data-for-1d-2d-and-3d-monte-carlo-ambient-noise-tomogr
17,18,multimodal TRIPOD,https://www.research.ed.ac.uk/en/datasets/multimodal-tripod
18,19,Software and data used in the study 'How much has urbanisation affected temperatures in the United Kingdom',https://www.research.ed.ac.uk/en/datasets/software-and-data-used-in-the-study-how-much-has-urbanisation-aff
19,20,"GWAS summary stats for meta-analysis of epigenetic age acceleration - Gibson et al, (2019)",https://www.research.ed.ac.uk/en/datasets/gwas-summary-stats-for-meta-analysis-of-epigenetic-age-accelerati
20,21,Improving carbon coated TiO2 films with a TiCl4 treatment for photocatalytic water purification,https://www.research.ed.ac.uk/en/datasets/improving-carbon-coated-tio2-films-with-a-ticl4-treatment-for-pho
21,22,"Motyl AAL, et al. (2020). Pre-symptomatic developmental phenotypes in Spinal Muscular Atrophy",https://www.research.ed.ac.uk/en/datasets/motyl-aal-et-al-2020-pre-symptomatic-developmental-phenotypes-in-
22,23,Experimental flow data from co-located Single beam Acoustic Doppler Profiler and Acoustic Doppler Velocimeter in the FloWave Ocean Energy Research Facility,https://www.research.ed.ac.uk/en/datasets/experimental-flow-data-from-co-located-single-beam-acoustic-doppl
23,24,Turbine loading and performance data for three Supergen UKCMER Tidal Turbines in a closely spaced staggered array at FloWave,https://www.research.ed.ac.uk/en/datasets/turbine-loading-and-performance-data-for-three-supergen-ukcmer-ti-2
24,25,RLT-WP3- D3.5 - Synthetic Load Spectra and Time Series Data,https://www.research.ed.ac.uk/en/datasets/rlt-wp3-d35-synthetic-load-spectra-and-time-series-data
0,1,Data associated with manuscript: Methylene blue not ferrocene: optimal reporters for electrochemical detection of protease activity,https://www.research.ed.ac.uk/en/datasets/data-associated-with-manuscript-methylene-blue-not-ferrocene-opti
1,2,High Absorption Coefficient Cyclopentadithiophene Donor-free Dyes For Liquid and Solid-state dye-sensitized Solar Cells,https://www.research.ed.ac.uk/en/datasets/high-absorption-coefficient-cyclopentadithiophene-donor-free-dyes
2,3,Data from: Deep phenotyping in zebrafish reveals genetic and diet-induced adiposity changes that may inform disease risk,https://www.research.ed.ac.uk/en/datasets/data-from-deep-phenotyping-in-zebrafish-reveals-genetic-and-diet-
3,4,Fill In The World interaction data,https://www.research.ed.ac.uk/en/datasets/fill-in-the-world-interaction-data
4,5,"Dataset of journal paper ""IoT for beyond-the-laboratory prosthetics research""",https://www.research.ed.ac.uk/en/datasets/dataset-of-journal-paper-iot-for-beyond-the-laboratory-prosthetic
5,6,Five illustrated woodland expansion visions for Scotland,https://www.research.ed.ac.uk/en/datasets/five-illustrated-woodland-expansion-visions-for-scotland
6,7,Data from: Multiple evolutionary origins of Trypanosoma evansi in Kenya,https://www.research.ed.ac.uk/en/datasets/data-from-multiple-evolutionary-origins-of-trypanosoma-evansi-in-
7,8,Data associated with manuscript: Electrochemical sensing of human neutrophil elastase and polymorphonuclear neutrophil activity,https://www.research.ed.ac.uk/en/datasets/data-associated-with-manuscript-electrochemical-sensing-of-human-
8,9,Simplicity in complexity – towards a soft matter physics of caramel,https://www.research.ed.ac.uk/en/datasets/simplicity-in-complexity-towards-a-soft-matter-physics-of-caramel
9,10,Role of accelerated ageing in limb muscle wasting of patients with Chronic Obstructive Pulmonary Disease (COPD),https://www.research.ed.ac.uk/en/datasets/role-of-accelerated-ageing-in-limb-muscle-wasting-of-patients-wit
10,11,Heating and Cooling Degree Day projections for the UK: version 2,https://www.research.ed.ac.uk/en/datasets/heating-and-cooling-degree-day-projections-for-the-uk-version-2
11,12,Attfield Research Group data,https://www.research.ed.ac.uk/en/datasets/attfield-research-group-data
12,13,Ca Double Double and Double Triple Perovskites,https://www.research.ed.ac.uk/en/datasets/ca-double-double-and-double-triple-perovskites
13,14,Persistent three- and four-atom orbital molecules in the spinel AlV2O4,https://www.research.ed.ac.uk/en/datasets/persistent-three-and-four-atom-orbital-molecules-in-the-spinel-al
14,15,Complex cation and spin orders in the high pressure ferrite CoFe3O5,https://www.research.ed.ac.uk/en/datasets/complex-cation-and-spin-orders-in-the-high-pressure-ferrite-cofe3
15,16,Site-selective doping of ordered charge states in magnetite,https://www.research.ed.ac.uk/en/datasets/site-selective-doping-of-ordered-charge-states-in-magnetite
16,17,Mass Spectrometry Analysis of Encapsulated Ferritins from Haliangium ochraceum – Native IM-MS and HDX-MS,https://www.research.ed.ac.uk/en/datasets/mass-spectrometry-analysis-of-encapsulated-ferritins-from-haliang
17,18,The Behaviour of Occupied and Void Space in Molecular Crystal Structures at High Pressure,https://www.research.ed.ac.uk/en/datasets/the-behaviour-of-occupied-and-void-space-in-molecular-crystal-str
18,19,Navigating Infection Risk Data,https://www.research.ed.ac.uk/en/datasets/navigating-infection-risk-data
19,20,International LAnd Model Benchmarking framework Beta version (ILAMBbeta),https://www.research.ed.ac.uk/en/datasets/international-land-model-benchmarking-framework-beta-version-ilam
20,21,CARDAMOM Brazil C-cycle analysis (1x1 degree; monthly; 2001-2017),https://www.research.ed.ac.uk/en/datasets/cardamom-brazil-c-cycle-analysis-1x1-degree-monthly-2001-2017
21,22,"Data from the study ""Fine-mapping host genetic variation underlying outcomes to Mycobacterium bovis infection in dairy cows""",https://www.research.ed.ac.uk/en/datasets/data-from-the-study-fine-mapping-host-genetic-variation-underlyin
22,23,"Data supporting Cachat et al. (2017): ""Synthetic self-patterning and morphogenesis in mammalian cells: a proof-of-concept step towards synthetic tissue development""",https://www.research.ed.ac.uk/en/datasets/data-supporting-cachat-et-al-2017-synthetic-self-patterning-and-m
23,24,"PIV dataset for 'The leading-edge vortex of yacht sails' (OE, Arredondo-Galeana and Viola, 2018, Fig. 9, 10, 11, 12)",https://www.research.ed.ac.uk/en/datasets/piv-dataset-for-the-leading-edge-vortex-of-yacht-sails-oe-arredon
24,25,Structural and electronic properties of the alkali metal incommensurate phases,https://www.research.ed.ac.uk/en/datasets/structural-and-electronic-properties-of-the-alkali-metal-incommen
0,1,"PIV dataset for 'The leading-edge vortex of yacht sails' (OE, Arredondo-Galeana and Viola, 2018, Fig. 9, 10, 11, 12)",https://www.research.ed.ac.uk/en/datasets/piv-dataset-for-the-leading-edge-vortex-of-yacht-sails-oe-arredon
1,2,"Data from publication ""Functionalised Microscale Nanoband Edge Electrode (MNEE) Arrays; the systematic quantitative study of hydrogels grown on nanoelectrode biosensor arrays for enhanced sensing in biological media""",https://www.research.ed.ac.uk/en/datasets/data-from-publication-functionalised-microscale-nanoband-edge-ele
2,3,Additional files for 'Using sound to understand protein sequence data: new sonification algorithms for protein sequences and multiple sequence alignments',https://www.research.ed.ac.uk/en/datasets/additional-files-for-using-sound-to-understand-protein-sequence-d-2
3,4,"Raw Files and Data Sets for paper ""The Design of Carbon Fibre Composite Origami Airbrakes for Endeavour’s Darwin I Rocket""",https://www.research.ed.ac.uk/en/datasets/raw-files-and-data-sets-for-paper-the-design-of-carbon-fibre-comp
4,5,Testing the Wyart-Cates model for non-Brownian shear thickening using bidisperse suspensions [Dataset],https://www.research.ed.ac.uk/en/datasets/testing-the-wyart-cates-model-for-non-brownian-shear-thickening-u
5,6,"Preprocessed gene trees from ""Xenolog Classification""",https://www.research.ed.ac.uk/en/datasets/preprocessed-gene-trees-from-xenolog-classification
6,7,Escherichia coli as a model active colloid: A practical introduction ﻿,https://www.research.ed.ac.uk/en/datasets/escherichia-coli-as-a-model-active-colloid-a-practical-introducti
7,8,"Data for ""Controlled core-to-core photo-polymerisation – fabrication of an optical fibre-based pH sensor""",https://www.research.ed.ac.uk/en/datasets/data-for-controlled-core-to-core-photo-polymerisation-fabrication
8,9,Ferroxidase assay of encapsulated ferritin-like protein and mutants,https://www.research.ed.ac.uk/en/datasets/ferroxidase-assay-of-encapsulated-ferritin-like-protein-and-mutan
9,10,Autofluorescence lifetime endomicroscopic images on ex-vivo lung cancer,https://www.research.ed.ac.uk/en/datasets/autofluorescence-lifetime-endomicroscopic-images-on-ex-vivo-lung-
10,11,"Diagnostic availability survey, Sierra Leone, 2019",https://www.research.ed.ac.uk/en/datasets/diagnostic-availability-survey-sierra-leone-2019
11,12,Granneman Lab data,https://www.research.ed.ac.uk/en/datasets/granneman-lab-data
12,13,Circadian and brain state modulation of network hyperexcitability in Alzheimer's disease,https://www.research.ed.ac.uk/en/datasets/circadian-and-brain-state-modulation-of-network-hyperexcitability
13,14,Hiberlink project data ﻿,https://www.research.ed.ac.uk/en/datasets/hiberlink-project-data
14,15,Data supporting Thompson et al. 2017 Explaining negative kin discrimination in a cooperative mammal society. PNAS.,https://www.research.ed.ac.uk/en/datasets/data-supporting-thompson-et-al-2017-explaining-negative-kin-discr
15,16,Electrodrugs: An electrochemical prodrug activation strategy,https://www.research.ed.ac.uk/en/datasets/electrodrugs-an-electrochemical-prodrug-activation-strategy
16,17,Region-specific depletion of synaptic mitochondria in the brains of patients with Alzheimer's disease - TEM data,https://www.research.ed.ac.uk/en/datasets/region-specific-depletion-of-synaptic-mitochondria-in-the-brains-
17,18,Axial progenitors generate trunk neural crest cells at a high efficiency in vitro,https://www.research.ed.ac.uk/en/datasets/axial-progenitors-generate-trunk-neural-crest-cells-at-a-high-eff
18,19,Prenatal anatomical and molecular changes in a mouse model of Spinal Muscular Atrophy: thesis movies,https://www.research.ed.ac.uk/en/datasets/prenatal-anatomical-and-molecular-changes-in-a-mouse-model-of-spi
19,20,The role of correlations in the collective behaviour of microswimmer suspensions,https://www.research.ed.ac.uk/en/datasets/the-role-of-correlations-in-the-collective-behaviour-of-microswim
20,21,Co-emergence of magnetic order and structural fluctuations in magnetite,https://www.research.ed.ac.uk/en/datasets/co-emergence-of-magnetic-order-and-structural-fluctuations-in-mag
21,22,A genome-wide screen in human embryonic stem cells reveals novel sites of allele-specific histone modification associated with known disease loci ﻿,https://www.research.ed.ac.uk/en/datasets/a-genome-wide-screen-in-human-embryonic-stem-cells-reveals-novel-
22,23,"Characterisation of a second gain of function EDAR variant, encoding EDAR380R, in East Asia",https://www.research.ed.ac.uk/en/datasets/characterisation-of-a-second-gain-of-function-edar-variant-encodi
23,24,A synapse proteome resource for mouse brain regions,https://www.research.ed.ac.uk/en/datasets/a-synapse-proteome-resource-for-mouse-brain-regions
24,25,Granulation and suspension rheology: a unified treatment,https://www.research.ed.ac.uk/en/datasets/granulation-and-suspension-rheology-a-unified-treatment
0,1,ARCHER CSE Performance Data and Service Report: Q2 2015 ﻿,https://www.research.ed.ac.uk/en/datasets/archer-cse-performance-data-and-service-report-q2-2015
1,2,ARCHER CSE Performance Data and Service Report: Q1 2015 ﻿,https://www.research.ed.ac.uk/en/datasets/archer-cse-performance-data-and-service-report-q1-2015
2,3,Non-Fermi liquid behaviour below the Neel temperature in the frustrated heavy Fermion magnet UAu2,https://www.research.ed.ac.uk/en/datasets/non-fermi-liquid-behaviour-below-the-neel-temperature-in-the-frus
3,4,Supplementary files for study on modeling DSB with random forests,https://www.research.ed.ac.uk/en/datasets/supplementary-files-for-study-on-modeling-dsb-with-random-forests
